reference_id,source_sheet,disease_name,microbe_name_raw,microbe_name_cn,microbe_key,genus_hint,taxon_level,abundance_change_raw,abundance_shift,microbe_role_raw,microbe_role_in_disease,disease_effect_on_microbe,desired_step1_effect,relation_confidence,mechanism_note
DMR_0218,disease_to_microbe,多发性硬化（MS）,Haemophilus spp.,嗜血杆菌属,haemophilusspp,Haemophilus,genus,↑ 增加,increase,促进（增加）,unknown,increase,inhibit,medium,MS患者中富集
DMR_0219,disease_to_microbe,多发性硬化（MS）,Dorea spp.,多雷亚菌属,doreaspp,Dorea,genus,↑ 增加,increase,促进（增加）,unknown,increase,inhibit,medium,MS患者中富集
DMR_0220,disease_to_microbe,多发性硬化（MS）,Candida spp.,念珠菌属,candidaspp,Candida,genus,↑ 增加,increase,促进（增加）,unknown,increase,inhibit,medium,MS患者肠道真菌组中念珠菌属增加，真菌/细菌比值升高
DMR_0221,disease_to_microbe,多发性硬化（MS）,Bifidobacterium adolescentis,青春双歧杆菌,bifidobacteriumadolescentis,Bifidobacterium,species,↓ 显著减少,decrease,抑制（减少）,unknown,decrease,promote,medium,BA:AM比值降低是MS的微生物标志物，与疾病严重程度相关
DMR_0222,disease_to_microbe,多发性硬化（MS）,Prevotella copri,普雷沃氏菌,prevotellacopri,Prevotella,species,↓ 减少,decrease,抑制（减少）,unknown,decrease,promote,medium,健康对照组微生物群落的核心驱动菌，MS患者中减少
DMR_0223,disease_to_microbe,多发性硬化（MS）,Prevotella spp.,普雷沃氏菌属,prevotellaspp,Prevotella,genus,↓ 减少,decrease,抑制（减少）,unknown,decrease,promote,medium,与免疫调节相关，MS患者中减少
DMR_0224,disease_to_microbe,多发性硬化（MS）,Parabacteroides spp.,副拟杆菌属,parabacteroidesspp,Parabacteroides,genus,↓ 减少,decrease,抑制（减少）,unknown,decrease,promote,medium,MS患者中减少
DMR_0225,disease_to_microbe,多发性硬化（MS）,Adlercreutzia spp.,阿德勒克罗伊茨菌属,adlercreutziaspp,Adlercreutzia,genus,↓ 减少,decrease,抑制（减少）,unknown,decrease,promote,medium,MS患者中减少
DMR_0226,disease_to_microbe,多发性硬化（MS）,Saccharomyces spp.,酵母菌属,saccharomycesspp,Saccharomyces,genus,↓ 减少,decrease,抑制（减少）,unknown,decrease,promote,medium,MS患者肠道真菌组中酵母菌属减少
DMR_0227,disease_to_microbe,多发性硬化（MS）,Faecalibacterium prausnitzii,普拉梭菌,faecalibacteriumprausnitzii,Faecalibacterium,species,↓ 减少,decrease,抑制（减少）,unknown,decrease,promote,medium,产丁酸抗炎菌，MS患者中耗竭
DMR_0228,disease_to_microbe,吉兰-巴雷综合征（GBS）/实验性自身免疫性神经炎（EAN）,菌群失调（整体）,—,菌群失调整体,菌群失调（整体）,genus,↑ 菌群紊乱,increase,促进（增加）,unknown,increase,inhibit,medium,EAN大鼠模型中肠道菌群和代谢物失衡 /
DMR_0229,disease_to_microbe,吉兰-巴雷综合征（GBS）/实验性自身免疫性神经炎（EAN）,保护性菌群（未明确具体菌种）,—,保护性菌群未明确具体菌种,保护性菌群（未明确具体菌种）,genus,↓ 减少,decrease,抑制（减少）,unknown,decrease,promote,medium,EAN大鼠模型中菌群结构改变，LGG治疗可部分恢复
DMR_0230,disease_to_microbe,吉兰-巴雷综合征（GBS）/实验性自身免疫性神经炎（EAN）,Lactobacillus rhamnosus GG,鼠李糖乳杆菌GG,lactobacillusrhamnosusgg,Lactobacillus,species,外源补充保护,unknown,治疗可恢复,unknown,unknown,unknown,low,LGG治疗可平衡CD4+/CD8+ T细胞比例，降低IL-1β和TNF-α，修复肠道屏障，改善神经功能
DMR_0231,disease_to_microbe,自身免疫性肝炎（AIH）,Veillonella spp.,韦荣球菌属,veillonellaspp,Veillonella,genus,↑ 增加,increase,促进（增加）,unknown,increase,inhibit,medium,AIH患者肠道中富集 /
DMR_0232,disease_to_microbe,自身免疫性肝炎（AIH）,Bifidobacterium spp.,双歧杆菌属,bifidobacteriumspp,Bifidobacterium,genus,↓ 减少,decrease,抑制（减少）,unknown,decrease,promote,medium,AIH患者肠道中减少
DMR_0233,disease_to_microbe,自身免疫性甲状腺疾病（AITD）,Firmicutes 门,厚壁菌门,firmicutes门,Firmicutes,phylum,↓ 减少,decrease,抑制（减少）,unknown,decrease,promote,medium,甲减患者中厚壁菌门减少 /
DMR_0234,disease_to_microbe,自身免疫性甲状腺疾病（AITD）,Bifidobacterium spp.,双歧杆菌属,bifidobacteriumspp,Bifidobacterium,genus,↓ 减少,decrease,抑制（减少）,unknown,decrease,promote,medium,甲亢患者中双歧杆菌减少
DMR_0235,disease_to_microbe,自身免疫性甲状腺疾病（AITD）,Lactobacillus spp.,乳杆菌属,lactobacillusspp,Lactobacillus,genus,↓ 减少,decrease,抑制（减少）,unknown,decrease,promote,medium,甲亢患者中乳杆菌减少
